incident_id,timestamp,date,time_window,day_type,lat,lng,zone_id,incident_type,num_injured,num_critical,num_fatalities,severity_category,severity_numeric,response_time_minutes,transport_time_minutes,weather_condition,road_condition,was_night_time
INC_000858,2025-02-04T16:43:49.287981,2025-02-04,12:00-18:00,WEEKDAY,22.355584,88.249747,ZONE_010,CARDIAC_EMERGENCY,1,0,0,LOW,1,24.77,22.4,CLEAR,DRY,False
INC_000859,2025-02-04T04:13:42.287981,2025-02-04,00:00-06:00,WEEKDAY,22.716923,88.452233,ZONE_012,RESPIRATORY_DISTRESS,1,0,0,MED,2,15.69,36.45,CLEAR,WET,True
INC_000860,2025-02-04T01:28:01.287981,2025-02-04,00:00-06:00,WEEKDAY,22.699598,88.545802,ZONE_003,RESPIRATORY_DISTRESS,1,0,0,MED,2,22.26,37.7,CLEAR,DAMAGED,True
INC_000861,2025-02-04T19:47:21.287981,2025-02-04,18:00-24:00,WEEKDAY,22.674396,88.146039,ZONE_013,FIRE,1,0,0,LOW,1,21.83,24.28,CLEAR,DAMAGED,False
INC_000862,2025-02-04T06:16:30.287981,2025-02-04,06:00-12:00,WEEKDAY,22.571604,88.528508,ZONE_007,CARDIAC_EMERGENCY,2,0,0,HIGH,3,6.43,11.56,CLOUDY,DAMAGED,False
INC_000863,2025-02-04T02:02:31.287981,2025-02-04,00:00-06:00,WEEKDAY,22.715976,88.275836,ZONE_005,TRAUMA_OTHER,1,0,0,LOW,1,24.47,6.29,FOG,WET,True
INC_000864,2025-02-05T01:33:44.287981,2025-02-05,00:00-06:00,WEEKDAY,22.688033,88.462299,ZONE_019,TRAUMA_OTHER,1,0,0,LOW,1,9.52,16.55,CLEAR,WET,True
INC_000865,2025-02-05T09:32:13.287981,2025-02-05,06:00-12:00,WEEKDAY,22.33002,88.267456,ZONE_014,ROAD_ACCIDENT,2,1,0,CRITICAL,4,11.78,13.22,CLEAR,DAMAGED,False
INC_000866,2025-02-05T10:27:39.287981,2025-02-05,06:00-12:00,WEEKDAY,22.350186,88.26524,ZONE_010,ROAD_ACCIDENT,1,1,0,CRITICAL,4,23.04,16.79,RAIN,WET,False
INC_000867,2025-02-05T05:35:39.287981,2025-02-05,00:00-06:00,WEEKDAY,22.343503,88.165287,ZONE_001,ROAD_ACCIDENT,1,0,0,LOW,1,19.77,10.79,FOG,DAMAGED,True
INC_000868,2025-02-05T18:08:07.287981,2025-02-05,18:00-24:00,WEEKDAY,22.742847,88.304135,ZONE_009,TRAUMA_OTHER,1,0,0,LOW,1,19.69,7.58,RAIN,DAMAGED,False
INC_000869,2025-02-05T17:20:59.287981,2025-02-05,12:00-18:00,WEEKDAY,22.677054,88.152155,ZONE_013,RESPIRATORY_DISTRESS,1,1,0,CRITICAL,4,6.67,20.03,CLEAR,DAMAGED,False
INC_000870,2025-02-05T17:10:45.287981,2025-02-05,12:00-18:00,WEEKDAY,22.77659,88.509334,ZONE_017,FIRE,1,0,0,LOW,1,15.77,37.28,RAIN,DAMAGED,False
INC_000871,2025-02-05T18:24:17.287981,2025-02-05,18:00-24:00,WEEKDAY,22.719528,88.448653,ZONE_012,ROAD_ACCIDENT,3,0,0,HIGH,3,17.58,37.85,CLEAR,DRY,False
INC_000872,2025-02-05T16:27:00.287981,2025-02-05,12:00-18:00,WEEKDAY,22.746898,88.287065,ZONE_009,CARDIAC_EMERGENCY,3,0,0,HIGH,3,11.76,13.57,RAIN,DRY,False
INC_000873,2025-02-05T14:12:01.287981,2025-02-05,12:00-18:00,WEEKDAY,22.345802,88.257194,ZONE_010,CARDIAC_EMERGENCY,3,1,0,CRITICAL,4,11.88,20.24,RAIN,DAMAGED,False
INC_000874,2025-02-05T02:31:25.287981,2025-02-05,00:00-06:00,WEEKDAY,22.624943,88.329942,ZONE_018,FIRE,1,0,0,MED,2,11.3,37.76,CLEAR,DRY,True
INC_000875,2025-02-04T22:58:20.287981,2025-02-04,18:00-24:00,WEEKDAY,22.572509,88.539173,ZONE_007,ROAD_ACCIDENT,1,0,0,LOW,1,9.4,38.89,RAIN,WET,True
INC_000876,2025-02-05T18:32:07.287981,2025-02-05,18:00-24:00,WEEKDAY,22.493368,88.139062,ZONE_002,TRAUMA_OTHER,1,0,0,MED,2,10.85,39.12,CLEAR,DRY,False
INC_000877,2025-02-05T17:13:04.287981,2025-02-05,12:00-18:00,WEEKDAY,22.347841,88.25178,ZONE_010,ROAD_ACCIDENT,4,0,0,HIGH,3,5.41,38.95,CLEAR,DRY,False
INC_000878,2025-02-04T23:08:41.287981,2025-02-04,18:00-24:00,WEEKDAY,22.585323,88.382831,ZONE_020,RESPIRATORY_DISTRESS,1,0,0,MED,2,17.43,29.46,RAIN,WET,True
INC_000879,2025-02-05T05:19:12.287981,2025-02-05,00:00-06:00,WEEKDAY,22.494326,88.311096,ZONE_008,FIRE,1,1,0,CRITICAL,4,8.23,10.81,CLEAR,DAMAGED,True
INC_000880,2025-02-05T14:32:27.287981,2025-02-05,12:00-18:00,WEEKDAY,22.714118,88.2775,ZONE_005,ROAD_ACCIDENT,4,0,0,HIGH,3,6.27,22.5,CLEAR,WET,False
INC_000881,2025-02-05T07:34:42.287981,2025-02-05,06:00-12:00,WEEKDAY,22.341735,88.157315,ZONE_001,CARDIAC_EMERGENCY,1,1,0,CRITICAL,4,15.44,12.78,CLEAR,DAMAGED,False
INC_000882,2025-02-05T15:20:48.287981,2025-02-05,12:00-18:00,WEEKDAY,22.707631,88.29133,ZONE_005,CARDIAC_EMERGENCY,1,0,0,MED,2,19.06,8.98,RAIN,WET,False
INC_000883,2025-02-06T01:39:15.287981,2025-02-06,00:00-06:00,WEEKDAY,22.680009,88.148037,ZONE_013,TRAUMA_OTHER,1,0,0,MED,2,19.49,29.29,CLEAR,DRY,True
INC_000884,2025-02-06T14:23:34.287981,2025-02-06,12:00-18:00,WEEKDAY,22.349719,88.160909,ZONE_001,FIRE,3,1,1,FATAL,5,8.59,25.35,CLOUDY,DRY,False
INC_000885,2025-02-06T11:24:33.287981,2025-02-06,06:00-12:00,WEEKDAY,22.684576,88.472361,ZONE_019,ROAD_ACCIDENT,3,1,0,CRITICAL,4,17.8,26.66,CLEAR,DRY,False
INC_000886,2025-02-06T15:01:01.287981,2025-02-06,12:00-18:00,WEEKDAY,22.330833,88.560174,ZONE_006,RESPIRATORY_DISTRESS,1,0,0,MED,2,12.58,16.13,CLOUDY,WET,False
INC_000887,2025-02-06T02:46:03.287981,2025-02-06,00:00-06:00,WEEKDAY,22.663756,88.17713,ZONE_004,RESPIRATORY_DISTRESS,1,0,0,LOW,1,20.55,29.46,CLOUDY,WET,True
INC_000888,2025-02-06T16:17:19.287981,2025-02-06,12:00-18:00,WEEKDAY,22.396098,88.377882,ZONE_011,FIRE,1,0,0,MED,2,16.92,8.37,RAIN,WET,False
INC_000889,2025-02-06T08:49:52.287981,2025-02-06,06:00-12:00,WEEKDAY,22.673098,88.153519,ZONE_013,TRAUMA_OTHER,1,0,0,LOW,1,8.32,17.52,RAIN,DAMAGED,False
INC_000890,2025-02-06T13:02:13.287981,2025-02-06,12:00-18:00,WEEKDAY,22.571347,88.535113,ZONE_007,CARDIAC_EMERGENCY,1,0,0,HIGH,3,13.74,33.39,CLEAR,DRY,False
INC_000891,2025-02-06T00:49:10.287981,2025-02-06,00:00-06:00,WEEKDAY,22.678349,88.147853,ZONE_013,RESPIRATORY_DISTRESS,4,0,0,HIGH,3,20.76,23.1,CLEAR,WET,True
INC_000892,2025-02-06T09:31:21.287981,2025-02-06,06:00-12:00,WEEKDAY,22.580059,88.535094,ZONE_007,TRAUMA_OTHER,2,1,0,CRITICAL,4,7.44,30.49,CLOUDY,WET,False
INC_000893,2025-02-06T12:41:48.287981,2025-02-06,12:00-18:00,WEEKDAY,22.609684,88.329663,ZONE_018,RESPIRATORY_DISTRESS,1,0,0,MED,2,8.63,5.44,CLEAR,DRY,False
INC_000894,2025-02-05T22:22:36.287981,2025-02-05,18:00-24:00,WEEKDAY,22.616269,88.33418,ZONE_018,RESPIRATORY_DISTRESS,2,0,0,HIGH,3,8.52,23.87,RAIN,DAMAGED,True
INC_000895,2025-02-06T15:02:14.287981,2025-02-06,12:00-18:00,WEEKDAY,22.492665,88.135201,ZONE_002,FIRE,4,1,0,CRITICAL,4,9.87,9.91,CLEAR,WET,False
INC_000896,2025-02-07T19:16:57.287981,2025-02-07,18:00-24:00,WEEKDAY,22.357786,88.153623,ZONE_001,FIRE,1,0,0,LOW,1,23.82,13.14,RAIN,DRY,False
INC_000897,2025-02-07T18:42:22.287981,2025-02-07,18:00-24:00,WEEKDAY,22.366007,88.547337,ZONE_016,CARDIAC_EMERGENCY,1,0,0,LOW,1,7.5,39.02,CLEAR,DAMAGED,False
INC_000898,2025-02-07T15:57:56.287981,2025-02-07,12:00-18:00,WEEKDAY,22.487587,88.299932,ZONE_008,RESPIRATORY_DISTRESS,1,0,0,LOW,1,18.92,29.12,CLOUDY,WET,False
INC_000899,2025-02-07T17:08:31.287981,2025-02-07,12:00-18:00,WEEKDAY,22.637322,88.205209,ZONE_015,CARDIAC_EMERGENCY,3,1,0,CRITICAL,4,15.23,8.72,RAIN,DRY,False
INC_000900,2025-02-07T05:27:47.287981,2025-02-07,00:00-06:00,WEEKDAY,22.355573,88.156769,ZONE_001,ROAD_ACCIDENT,4,1,1,FATAL,5,23.76,38.43,CLEAR,DRY,True
INC_000901,2025-02-07T14:27:21.287981,2025-02-07,12:00-18:00,WEEKDAY,22.709196,88.295057,ZONE_005,FIRE,1,0,0,MED,2,11.69,6.75,CLEAR,WET,False
INC_000902,2025-02-07T10:13:59.287981,2025-02-07,06:00-12:00,WEEKDAY,22.489286,88.140667,ZONE_002,CARDIAC_EMERGENCY,1,0,0,HIGH,3,9.21,18.2,CLEAR,WET,False
INC_000903,2025-02-07T00:33:30.287981,2025-02-07,00:00-06:00,WEEKDAY,22.707874,88.285035,ZONE_005,RESPIRATORY_DISTRESS,4,1,0,CRITICAL,4,8.36,22.35,RAIN,WET,True
INC_000904,2025-02-07T19:32:45.287981,2025-02-07,18:00-24:00,WEEKDAY,22.747397,88.291181,ZONE_009,RESPIRATORY_DISTRESS,1,0,0,LOW,1,5.33,11.93,CLEAR,DRY,False
INC_000905,2025-02-07T07:32:23.287981,2025-02-07,06:00-12:00,WEEKDAY,22.358872,88.250596,ZONE_010,ROAD_ACCIDENT,1,0,0,MED,2,5.17,33.24,CLEAR,DRY,False
INC_000906,2025-02-07T23:49:27.287981,2025-02-07,18:00-24:00,WEEKDAY,22.336103,88.278326,ZONE_014,RESPIRATORY_DISTRESS,1,0,0,LOW,1,10.42,12.15,FOG,WET,True
INC_000907,2025-02-08T02:37:20.287981,2025-02-08,00:00-06:00,WEEKDAY,22.706127,88.558996,ZONE_003,TRAUMA_OTHER,1,0,0,HIGH,3,19.06,30.87,RAIN,DRY,True
INC_000908,2025-02-08T11:09:01.287981,2025-02-08,06:00-12:00,WEEKDAY,22.320507,88.566689,ZONE_006,FIRE,1,0,0,LOW,1,16.82,10.2,RAIN,DAMAGED,False
INC_000909,2025-02-08T08:50:30.287981,2025-02-08,06:00-12:00,WEEKDAY,22.58786,88.400493,ZONE_020,CARDIAC_EMERGENCY,2,0,0,HIGH,3,22.38,24.29,CLEAR,DAMAGED,False
INC_000910,2025-02-08T03:14:44.287981,2025-02-08,00:00-06:00,WEEKDAY,22.717155,88.452696,ZONE_012,CARDIAC_EMERGENCY,1,0,0,HIGH,3,6.93,34.66,CLEAR,DAMAGED,True
INC_000911,2025-02-07T21:30:58.287981,2025-02-07,18:00-24:00,WEEKDAY,22.64581,88.197789,ZONE_015,RESPIRATORY_DISTRESS,1,0,0,MED,2,24.48,24.14,CLEAR,WET,True
INC_000912,2025-02-08T06:18:43.287981,2025-02-08,06:00-12:00,WEEKDAY,22.353878,88.151322,ZONE_001,CARDIAC_EMERGENCY,1,0,0,MED,2,24.11,24.75,FOG,DAMAGED,False
INC_000913,2025-02-08T05:20:15.287981,2025-02-08,00:00-06:00,WEEKDAY,22.7024,88.553207,ZONE_003,ROAD_ACCIDENT,1,0,0,MED,2,13.79,28.32,CLEAR,WET,True
INC_000914,2025-02-07T21:12:01.287981,2025-02-07,18:00-24:00,WEEKDAY,22.708619,88.548189,ZONE_003,RESPIRATORY_DISTRESS,1,0,0,LOW,1,9.83,36.72,CLEAR,WET,True
INC_000915,2025-02-07T23:42:33.287981,2025-02-07,18:00-24:00,WEEKDAY,22.344127,88.166581,ZONE_001,RESPIRATORY_DISTRESS,1,0,0,MED,2,9.1,8.79,FOG,WET,True
INC_000916,2025-02-08T09:20:46.287981,2025-02-08,06:00-12:00,WEEKDAY,22.617618,88.330911,ZONE_018,FIRE,1,0,0,HIGH,3,19.48,14.23,RAIN,WET,False
INC_000917,2025-02-08T08:17:51.287981,2025-02-08,06:00-12:00,WEEKDAY,22.324995,88.566558,ZONE_006,CARDIAC_EMERGENCY,1,1,0,CRITICAL,4,10.68,26.55,CLOUDY,DAMAGED,False
INC_000918,2025-02-08T13:26:35.287981,2025-02-08,12:00-18:00,WEEKDAY,22.576073,88.389754,ZONE_020,FIRE,1,1,1,FATAL,5,7.08,22.36,RAIN,DAMAGED,False
INC_000919,2025-02-08T00:38:46.287981,2025-02-08,00:00-06:00,WEEKDAY,22.34415,88.281819,ZONE_014,FIRE,1,0,0,LOW,1,12.68,26.03,RAIN,DRY,True
INC_000920,2025-02-08T10:45:31.287981,2025-02-08,06:00-12:00,WEEKDAY,22.331689,88.553623,ZONE_006,CARDIAC_EMERGENCY,1,0,0,MED,2,11.36,22.43,RAIN,WET,False
INC_000921,2025-02-08T20:06:23.287981,2025-02-08,18:00-24:00,WEEKDAY,22.586368,88.396182,ZONE_020,RESPIRATORY_DISTRESS,1,0,0,MED,2,14.85,34.06,FOG,DAMAGED,True
INC_000922,2025-02-08T02:16:23.287981,2025-02-08,00:00-06:00,WEEKDAY,22.613655,88.336848,ZONE_018,TRAUMA_OTHER,2,0,0,HIGH,3,10.25,34.08,FOG,DAMAGED,True
INC_000923,2025-02-08T04:14:04.287981,2025-02-08,00:00-06:00,WEEKDAY,22.662357,88.179167,ZONE_004,CARDIAC_EMERGENCY,3,0,0,HIGH,3,14.36,33.88,CLEAR,DAMAGED,True
INC_000924,2025-02-08T19:13:40.287981,2025-02-08,18:00-24:00,WEEKDAY,22.697365,88.292478,ZONE_005,CARDIAC_EMERGENCY,1,0,0,HIGH,3,17.66,19.21,RAIN,DRY,False
INC_000925,2025-02-08T13:12:11.287981,2025-02-08,12:00-18:00,WEEKDAY,22.676062,88.149009,ZONE_013,TRAUMA_OTHER,1,0,0,LOW,1,14.06,20.83,RAIN,WET,False
INC_000926,2025-02-08T02:37:27.287981,2025-02-08,00:00-06:00,WEEKDAY,22.493624,88.147245,ZONE_002,ROAD_ACCIDENT,1,0,0,LOW,1,20.41,26.67,CLEAR,WET,True
INC_000927,2025-02-08T23:29:33.287981,2025-02-08,18:00-24:00,WEEKEND,22.698391,88.282539,ZONE_005,CARDIAC_EMERGENCY,1,0,0,MED,2,6.76,28.58,CLEAR,DAMAGED,True
INC_000928,2025-02-09T12:16:21.287981,2025-02-09,12:00-18:00,WEEKEND,22.674829,88.469706,ZONE_019,CARDIAC_EMERGENCY,1,0,0,HIGH,3,18.76,29.69,CLEAR,DAMAGED,False
INC_000929,2025-02-09T06:04:01.287981,2025-02-09,06:00-12:00,WEEKEND,22.346292,88.254274,ZONE_010,TRAUMA_OTHER,1,0,0,LOW,1,18.75,19.49,CLEAR,WET,False
INC_000930,2025-02-09T17:33:08.287981,2025-02-09,12:00-18:00,WEEKEND,22.719313,88.457339,ZONE_012,TRAUMA_OTHER,1,0,0,LOW,1,5.21,37.73,FOG,DRY,False
INC_000931,2025-02-09T13:36:05.287981,2025-02-09,12:00-18:00,WEEKEND,22.319958,88.568721,ZONE_006,RESPIRATORY_DISTRESS,1,0,0,LOW,1,16.05,14.99,CLEAR,DRY,False
INC_000932,2025-02-09T06:49:01.287981,2025-02-09,06:00-12:00,WEEKEND,22.737826,88.298071,ZONE_009,ROAD_ACCIDENT,1,0,0,MED,2,14.85,17.5,CLEAR,WET,False
INC_000933,2025-02-09T17:54:57.287981,2025-02-09,12:00-18:00,WEEKEND,22.6632,88.178013,ZONE_004,CARDIAC_EMERGENCY,1,0,0,LOW,1,7.18,39.93,CLEAR,WET,False
INC_000934,2025-02-09T00:18:39.287981,2025-02-09,00:00-06:00,WEEKEND,22.401176,88.376952,ZONE_011,FIRE,1,0,0,LOW,1,11.72,18.25,FOG,WET,True
INC_000935,2025-02-09T10:06:50.287981,2025-02-09,06:00-12:00,WEEKEND,22.50252,88.134026,ZONE_002,RESPIRATORY_DISTRESS,1,0,0,HIGH,3,5.55,8.14,CLEAR,DAMAGED,False
INC_000936,2025-02-09T06:59:56.287981,2025-02-09,06:00-12:00,WEEKEND,22.354593,88.152758,ZONE_001,CARDIAC_EMERGENCY,1,0,0,MED,2,13.0,9.29,RAIN,WET,False
INC_000937,2025-02-09T03:16:34.287981,2025-02-09,00:00-06:00,WEEKEND,22.684489,88.160815,ZONE_013,RESPIRATORY_DISTRESS,1,0,0,MED,2,11.29,6.16,CLEAR,DRY,True
INC_000938,2025-02-09T13:14:51.287981,2025-02-09,12:00-18:00,WEEKEND,22.490504,88.13849,ZONE_002,TRAUMA_OTHER,1,0,0,LOW,1,6.1,35.99,CLEAR,DRY,False
INC_000939,2025-02-09T02:35:11.287981,2025-02-09,00:00-06:00,WEEKEND,22.393757,88.382453,ZONE_011,RESPIRATORY_DISTRESS,2,1,0,CRITICAL,4,21.96,16.61,CLEAR,DAMAGED,True
INC_000940,2025-02-09T13:55:21.287981,2025-02-09,12:00-18:00,WEEKEND,22.328747,88.552434,ZONE_006,CARDIAC_EMERGENCY,1,0,0,LOW,1,5.87,29.55,CLEAR,DRY,False
INC_000941,2025-02-09T17:49:21.287981,2025-02-09,12:00-18:00,WEEKEND,22.700339,88.284991,ZONE_005,RESPIRATORY_DISTRESS,1,0,0,LOW,1,24.8,33.27,CLEAR,DRY,False
INC_000942,2025-02-09T18:40:33.287981,2025-02-09,18:00-24:00,WEEKEND,22.71589,88.456643,ZONE_012,TRAUMA_OTHER,2,0,0,HIGH,3,13.13,26.83,CLEAR,DAMAGED,False
INC_000943,2025-02-10T02:58:12.287981,2025-02-10,00:00-06:00,WEEKEND,22.652983,88.173476,ZONE_004,RESPIRATORY_DISTRESS,2,1,0,CRITICAL,4,8.44,31.83,CLOUDY,DAMAGED,True
INC_000944,2025-02-09T22:20:50.287981,2025-02-09,18:00-24:00,WEEKEND,22.655349,88.178233,ZONE_004,ROAD_ACCIDENT,2,0,0,HIGH,3,17.57,13.56,CLEAR,DRY,True
INC_000945,2025-02-09T20:57:06.287981,2025-02-09,18:00-24:00,WEEKEND,22.702276,88.552756,ZONE_003,FIRE,1,0,0,MED,2,12.41,20.4,RAIN,WET,True
INC_000946,2025-02-10T00:56:01.287981,2025-02-10,00:00-06:00,WEEKEND,22.495586,88.133285,ZONE_002,ROAD_ACCIDENT,1,0,0,LOW,1,21.46,5.24,RAIN,WET,True
INC_000947,2025-02-10T20:53:20.287981,2025-02-10,18:00-24:00,WEEKEND,22.71717,88.45601,ZONE_012,ROAD_ACCIDENT,1,0,0,LOW,1,23.39,27.76,CLEAR,DAMAGED,True
INC_000948,2025-02-10T09:53:21.287981,2025-02-10,06:00-12:00,WEEKEND,22.64396,88.190466,ZONE_015,TRAUMA_OTHER,1,0,0,LOW,1,8.42,14.0,CLEAR,DRY,False
INC_000949,2025-02-10T17:56:15.287981,2025-02-10,12:00-18:00,WEEKEND,22.647811,88.18926,ZONE_015,ROAD_ACCIDENT,1,0,0,MED,2,20.71,23.57,FOG,DAMAGED,False
INC_000950,2025-02-09T23:07:11.287981,2025-02-09,18:00-24:00,WEEKEND,22.689959,88.473067,ZONE_019,TRAUMA_OTHER,2,1,0,CRITICAL,4,23.58,14.29,RAIN,DAMAGED,True
INC_000951,2025-02-10T19:24:48.287981,2025-02-10,18:00-24:00,WEEKEND,22.707306,88.285647,ZONE_005,FIRE,1,0,0,MED,2,8.36,21.0,CLEAR,DRY,False
INC_000952,2025-02-09T22:43:16.287981,2025-02-09,18:00-24:00,WEEKEND,22.657614,88.17432,ZONE_004,ROAD_ACCIDENT,2,0,0,HIGH,3,23.46,23.74,CLEAR,DAMAGED,True
INC_000953,2025-02-10T20:32:29.287981,2025-02-10,18:00-24:00,WEEKEND,22.347911,88.251032,ZONE_010,RESPIRATORY_DISTRESS,1,0,0,LOW,1,19.55,17.2,CLEAR,WET,True
INC_000954,2025-02-10T11:36:03.287981,2025-02-10,06:00-12:00,WEEKEND,22.773874,88.506893,ZONE_017,RESPIRATORY_DISTRESS,1,0,0,LOW,1,9.46,8.66,CLEAR,WET,False
INC_000955,2025-02-11T08:45:12.287981,2025-02-11,06:00-12:00,WEEKDAY,22.660681,88.168311,ZONE_004,RESPIRATORY_DISTRESS,1,0,0,MED,2,13.1,28.89,CLOUDY,DRY,False
INC_000956,2025-02-11T14:00:25.287981,2025-02-11,12:00-18:00,WEEKDAY,22.733183,88.295047,ZONE_009,TRAUMA_OTHER,2,1,0,CRITICAL,4,13.19,12.77,CLEAR,WET,False
INC_000957,2025-02-11T19:53:12.287981,2025-02-11,18:00-24:00,WEEKDAY,22.331122,88.270393,ZONE_014,RESPIRATORY_DISTRESS,1,0,0,MED,2,17.38,28.5,RAIN,DRY,False
INC_000958,2025-02-11T14:20:48.287981,2025-02-11,12:00-18:00,WEEKDAY,22.49065,88.31197,ZONE_008,TRAUMA_OTHER,3,1,0,CRITICAL,4,20.43,38.59,CLEAR,WET,False
INC_000959,2025-02-10T22:21:28.287981,2025-02-10,18:00-24:00,WEEKDAY,22.345099,88.158304,ZONE_001,RESPIRATORY_DISTRESS,4,1,0,CRITICAL,4,22.84,18.41,RAIN,DRY,True
INC_000960,2025-02-11T09:38:04.287981,2025-02-11,06:00-12:00,WEEKDAY,22.712053,88.451618,ZONE_012,ROAD_ACCIDENT,1,0,0,LOW,1,15.39,38.02,CLEAR,WET,False
INC_000961,2025-02-11T18:24:22.287981,2025-02-11,18:00-24:00,WEEKDAY,22.334877,88.274108,ZONE_014,FIRE,1,0,0,MED,2,15.95,28.76,FOG,DAMAGED,False
INC_000962,2025-02-11T11:16:39.287981,2025-02-11,06:00-12:00,WEEKDAY,22.328013,88.267345,ZONE_014,ROAD_ACCIDENT,1,0,0,LOW,1,22.65,10.45,CLEAR,DAMAGED,False
INC_000963,2025-02-11T02:15:24.287981,2025-02-11,00:00-06:00,WEEKDAY,22.665499,88.180637,ZONE_004,TRAUMA_OTHER,1,0,0,MED,2,23.53,26.9,RAIN,DAMAGED,True
INC_000964,2025-02-11T08:03:14.287981,2025-02-11,06:00-12:00,WEEKDAY,22.585181,88.529437,ZONE_007,ROAD_ACCIDENT,1,0,0,MED,2,11.71,29.79,RAIN,DRY,False
INC_000965,2025-02-11T03:41:20.287981,2025-02-11,00:00-06:00,WEEKDAY,22.734669,88.289736,ZONE_009,RESPIRATORY_DISTRESS,1,0,0,MED,2,5.65,34.53,FOG,DAMAGED,True
INC_000966,2025-02-11T15:59:19.287981,2025-02-11,12:00-18:00,WEEKDAY,22.732687,88.302299,ZONE_009,TRAUMA_OTHER,1,0,0,MED,2,6.77,28.78,RAIN,DAMAGED,False
INC_000967,2025-02-10T21:29:09.287981,2025-02-10,18:00-24:00,WEEKDAY,22.716814,88.557147,ZONE_003,FIRE,4,1,0,CRITICAL,4,23.08,22.09,CLEAR,DAMAGED,True
INC_000968,2025-02-11T18:46:24.287981,2025-02-11,18:00-24:00,WEEKDAY,22.732174,88.304388,ZONE_009,FIRE,1,0,0,LOW,1,20.44,19.01,FOG,WET,False
INC_000969,2025-02-11T05:51:02.287981,2025-02-11,00:00-06:00,WEEKDAY,22.389643,88.376591,ZONE_011,TRAUMA_OTHER,1,0,0,MED,2,13.43,8.85,FOG,DRY,True
INC_000970,2025-02-11T12:20:25.287981,2025-02-11,12:00-18:00,WEEKDAY,22.342848,88.268858,ZONE_014,FIRE,1,0,0,MED,2,6.12,21.04,CLEAR,DAMAGED,False
INC_000971,2025-02-11T07:13:50.287981,2025-02-11,06:00-12:00,WEEKDAY,22.719181,88.45754,ZONE_012,CARDIAC_EMERGENCY,1,0,0,LOW,1,17.54,8.97,RAIN,DRY,False
INC_000972,2025-02-11T04:49:14.287981,2025-02-11,00:00-06:00,WEEKDAY,22.735826,88.287389,ZONE_009,ROAD_ACCIDENT,4,0,0,HIGH,3,20.82,29.68,RAIN,DRY,True
INC_000973,2025-02-12T17:38:29.287981,2025-02-12,12:00-18:00,WEEKDAY,22.579246,88.394863,ZONE_020,ROAD_ACCIDENT,1,0,0,LOW,1,11.23,28.32,FOG,DRY,False
INC_000974,2025-02-12T05:06:52.287981,2025-02-12,00:00-06:00,WEEKDAY,22.616607,88.330099,ZONE_018,FIRE,3,0,0,HIGH,3,14.8,33.26,RAIN,DRY,True
INC_000975,2025-02-12T03:18:14.287981,2025-02-12,00:00-06:00,WEEKDAY,22.676045,88.158747,ZONE_013,TRAUMA_OTHER,1,0,0,LOW,1,11.12,37.98,CLEAR,DRY,True
INC_000976,2025-02-12T05:41:57.287981,2025-02-12,00:00-06:00,WEEKDAY,22.617256,88.337266,ZONE_018,RESPIRATORY_DISTRESS,1,0,0,MED,2,11.66,11.2,CLEAR,DAMAGED,True
INC_000977,2025-02-12T18:17:51.287981,2025-02-12,18:00-24:00,WEEKDAY,22.584779,88.393652,ZONE_020,FIRE,1,0,0,MED,2,19.58,14.66,CLEAR,DAMAGED,False
INC_000978,2025-02-11T21:22:47.287981,2025-02-11,18:00-24:00,WEEKDAY,22.69968,88.289808,ZONE_005,FIRE,1,0,0,MED,2,17.55,7.69,RAIN,DRY,True
INC_000979,2025-02-12T08:21:39.287981,2025-02-12,06:00-12:00,WEEKDAY,22.328726,88.268395,ZONE_014,CARDIAC_EMERGENCY,1,0,0,LOW,1,17.14,39.59,CLEAR,DRY,False
INC_000980,2025-02-12T15:36:41.287981,2025-02-12,12:00-18:00,WEEKDAY,22.609879,88.336882,ZONE_018,ROAD_ACCIDENT,1,0,0,MED,2,21.75,15.36,CLEAR,DAMAGED,False
INC_000981,2025-02-12T02:37:34.287981,2025-02-12,00:00-06:00,WEEKDAY,22.345661,88.163504,ZONE_001,TRAUMA_OTHER,1,0,0,MED,2,21.2,26.53,CLEAR,DAMAGED,True
INC_000982,2025-02-11T21:46:51.287981,2025-02-11,18:00-24:00,WEEKDAY,22.367216,88.54788,ZONE_016,TRAUMA_OTHER,1,1,0,CRITICAL,4,17.5,35.45,CLEAR,DRY,True
INC_000983,2025-02-12T09:48:29.287981,2025-02-12,06:00-12:00,WEEKDAY,22.703344,88.546355,ZONE_003,RESPIRATORY_DISTRESS,1,0,0,MED,2,10.89,13.07,CLEAR,WET,False
INC_000984,2025-02-12T14:43:54.287981,2025-02-12,12:00-18:00,WEEKDAY,22.614203,88.326531,ZONE_018,RESPIRATORY_DISTRESS,1,0,0,HIGH,3,9.59,8.8,CLEAR,WET,False
INC_000985,2025-02-12T14:24:16.287981,2025-02-12,12:00-18:00,WEEKDAY,22.730689,88.466211,ZONE_012,TRAUMA_OTHER,4,1,1,FATAL,5,7.31,12.67,RAIN,DRY,False
INC_000986,2025-02-11T23:42:02.287981,2025-02-11,18:00-24:00,WEEKDAY,22.656459,88.174391,ZONE_004,TRAUMA_OTHER,1,0,0,LOW,1,6.35,6.85,CLEAR,DAMAGED,True
INC_000987,2025-02-11T23:30:52.287981,2025-02-11,18:00-24:00,WEEKDAY,22.356663,88.147966,ZONE_001,CARDIAC_EMERGENCY,1,0,0,MED,2,21.39,13.95,CLEAR,DRY,True
